DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
10127,08/30/2018 12:00:00 AM,Rogers,248.0,362.0,299.6,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Rogers,,,,104283,06/28/2006 12:00:00 AM,2.0,7.4,3.8,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,57th Street,,,,89038,08/14/2009 12:00:00 AM,7.3,7.5,7.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,South Shore,,,,110538,07/12/2013 12:00:00 AM,45.0,44.0,44.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
8351,07/22/2018 12:00:00 AM,Hartigan (Albion),418.0,675.0,531.2,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Osterman,,,,105535,06/28/2013 12:00:00 AM,6.0,9.0,7.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
4179,07/17/2017 12:00:00 AM,Howard,1304.0,1892.0,1570.7,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Leone,,,,88069,05/27/2010 12:00:00 AM,313.6,410.6,358.8,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
7254,06/27/2018 12:00:00 AM,Marion Mahony Griffin (Jarvis),123.0,149.0,135.4,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,Foster,,,,90344,07/01/2011 12:00:00 AM,163.1,196.8,179.2,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Montrose,,,,89861,08/23/2010 12:00:00 AM,12.2,41.4,22.5,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Foster,,,,88394,07/22/2010 12:00:00 AM,6.3,9.6,7.8,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,South Shore,,,,104239,06/27/2006 12:00:00 AM,133.3,141.4,137.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
4463,07/28/2017 12:00:00 AM,North Avenue,274.0,203.0,235.8,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
704,06/11/2016 01:18:00 PM,Ohio Street,5.0,136.0,26.1,112861,06/11/2016 10:20:00 AM,25.0,118.0,54.3,,1,06/11/2016 10:21:00 AM,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Oak Street,,,,102709,05/25/2006 12:00:00 AM,98.8,81.6,89.8,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Montrose,,,,101977,07/01/2008 12:00:00 AM,6.3,10.9,8.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,63rd Street,,,,92269,09/03/2009 12:00:00 AM,481.1,435.2,457.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Rainbow,,,,111710,05/28/2014 12:00:00 AM,211.0,210.0,210.5,,,,41.758,-87.551,"(41.758, -87.551)"
,,63rd Street,,,,111734,05/29/2014 12:00:00 AM,135.0,140.0,137.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Osterman,,,,93111,07/06/2015 12:00:00 AM,2.0,4.0,2.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Juneway,,,,98789,07/23/2007 12:00:00 AM,23.8,70.8,41.0,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Rainbow,,,,110437,07/08/2014 12:00:00 AM,613.0,517.0,563.0,,,,41.758,-87.551,"(41.758, -87.551)"
2479,06/03/2017 12:12:00 PM,Calumet,46.0,87.0,63.3,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
3526,06/29/2017 12:00:00 AM,North Avenue,14.0,165.0,48.1,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,North Avenue,,,,99122,08/07/2007 12:00:00 AM,360.9,410.6,384.9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Osterman,,,,97682,07/29/2011 12:00:00 AM,178.5,80.9,120.2,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
3683,07/04/2017 12:00:00 AM,12th Street,73.0,87.0,79.7,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,North Avenue,,,,112498,07/19/2013 12:00:00 AM,3.0,16.0,6.9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Oakwood,,,,109324,08/12/2013 12:00:00 AM,16.0,35.0,23.7,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Foster,,,,93214,08/19/2014 12:00:00 AM,10.0,26.0,16.1,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,North Avenue,,,,108971,05/24/2013 12:00:00 AM,167.4,195.6,181.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
25,08/14/2015 12:00:00 AM,63rd Street,1189.4,122.9,382.0,94939,08/14/2015 12:00:00 AM,29.0,34.0,31.4,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Howard,,,,96946,08/22/2011 12:00:00 AM,5.2,1.0,2.3,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
2961,06/16/2017 12:00:00 AM,Leone,3.0,3.0,3.0,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
5391,08/22/2017 12:00:00 AM,Montrose,107.0,97.0,101.9,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Montrose Dog,,,,109661,06/30/2014 12:00:00 AM,2420.0,2420.0,2420.0,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
10266,09/03/2018 12:00:00 AM,63rd Street,403.0,406.0,404.5,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Oak Street,,,,110010,07/10/2012 12:00:00 AM,3.1,8.6,5.2,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,63rd Street,,,,110416,07/07/2014 12:00:00 AM,2420.0,2420.0,2420.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10072,08/29/2018 11:32:00 AM,Marion Mahony Griffin (Jarvis),1141.0,1135.0,1138.0,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,57th Street,,,,98313,08/16/2006 12:00:00 AM,42.6,42.2,42.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Calumet,,,,107061,08/02/2013 12:00:00 AM,60.0,225.0,116.2,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
9467,08/17/2018 12:00:00 AM,57th Street,405.0,280.0,336.7,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Ohio Street,,,,96710,07/22/2011 12:00:00 AM,14.8,83.6,35.2,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Oakwood,,,,106180,07/27/2013 12:00:00 AM,17.0,64.0,33.0,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Foster,,,,90124,06/21/2011 12:00:00 AM,3.0,8.6,5.1,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Osterman,,,,101683,08/28/2007 12:00:00 AM,23.3,27.9,25.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10556,05/31/2019 12:49:00 PM,Osterman,6.0,73.0,20.9,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose,,,,98654,06/13/2007 12:00:00 AM,344.8,198.9,261.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
4281,07/20/2017 12:00:00 AM,Oakwood,65.0,189.0,110.8,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,57th Street,,,,113489,07/25/2016 10:00:00 AM,158.0,197.0,176.4,,5,07/25/2016 10:05:00 AM,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Foster,,,,107857,08/05/2013 12:00:00 AM,35.0,31.0,32.9,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
5271,08/19/2017 12:00:00 AM,57th Street,156.0,248.0,196.7,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oakwood,,,,108002,08/17/2013 12:00:00 AM,23.0,22.0,22.5,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Ohio Street,,,,112377,06/17/2014 12:00:00 AM,10.0,15.0,12.2,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Montrose Dog,,,,94789,05/22/2015 12:00:00 AM,4.0,5.0,4.5,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
,,63rd Street,,,,107386,07/20/2012 12:00:00 AM,32.3,28.8,30.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Oakwood,,,,95663,06/11/2015 12:00:00 AM,45.0,70.0,56.1,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Humboldt,,,,114130,09/06/2016 09:45:00 AM,1.0,1.0,1.0,,1,09/06/2016 09:46:00 AM,41.90643,-87.703717,"(41.90643, -87.703717)"
,,Rogers,,,,101888,06/02/2009 12:00:00 AM,248.9,152.9,195.1,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,South Shore,,,,89712,08/16/2010 12:00:00 AM,5.1,8.5,6.6,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,110537,07/12/2013 12:00:00 AM,296.0,186.0,234.6,,,,41.758,-87.551,"(41.758, -87.551)"
,,South Shore,,,,88770,07/02/2010 12:00:00 AM,64.4,54.6,59.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Ohio Street,,,,110864,05/30/2012 12:00:00 AM,210.5,3.1,25.5,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rainbow,,,,99418,07/17/2007 12:00:00 AM,104.3,547.5,239.0,,,,41.758,-87.551,"(41.758, -87.551)"
,,Juneway,,,,107382,07/19/2012 12:00:00 AM,71.7,86.2,78.6,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Rogers,,,,106692,06/25/2014 12:00:00 AM,436.0,48.0,144.7,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,South Shore,,,,104090,06/09/2006 12:00:00 AM,,,1.0,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
4569,07/30/2017 09:18:00 AM,Margaret T Burroughs (31st),159.0,7.0,33.4,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,North Avenue,,,,101065,06/20/2008 12:00:00 AM,1.0,18.9,4.3,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Humboldt,,,,114137,09/17/0016 09:55:00 AM,7.4,1.0,2.7,,1,09/17/0016 09:56:00 AM,41.90643,-87.703717,"(41.90643, -87.703717)"
5035,08/13/2017 12:00:00 AM,63rd Street,79.0,64.0,71.1,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,North Avenue,,,,94675,08/07/2015 12:00:00 AM,18.0,9.0,12.7,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
1805,08/12/2016 12:48:00 PM,Montrose,71.0,196.0,118.0,113806,08/12/2016 06:45:00 AM,144.0,139.0,141.5,,1,08/12/2016 06:46:00 AM,41.9655,-87.6385,"(41.9655, -87.6385)"
9530,08/18/2018 12:00:00 AM,North Avenue,570.0,472.0,518.7,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Rogers,,,,104982,06/19/2013 12:00:00 AM,16.0,12.0,13.9,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Osterman,,,,91399,06/22/2009 12:00:00 AM,248.1,155.3,196.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Lane,,,,100127,07/15/2008 12:00:00 AM,42.2,51.2,46.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
3325,06/26/2017 12:00:00 AM,Rainbow,393.0,223.0,296.0,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
7679,07/07/2018 12:00:00 AM,Foster,244.0,258.0,250.9,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Osterman,,,,110060,07/12/2012 12:00:00 AM,3.0,8.5,5.0,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,South Shore,,,,99091,08/06/2007 12:00:00 AM,48.8,56.5,52.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,104353,08/02/2006 12:00:00 AM,46.4,69.7,56.9,,,,41.758,-87.551,"(41.758, -87.551)"
,,Howard,,,,91202,07/23/2009 12:00:00 AM,22.3,5.2,10.8,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Calumet,,,,108452,09/04/2015 12:00:00 AM,980.0,1300.0,1128.7,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Montrose,,,,98297,07/21/2006 12:00:00 AM,69.7,68.9,69.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,12th Street,,,,107456,07/23/2012 12:00:00 AM,14.4,121.1,41.8,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Calumet,,,,106064,07/22/2013 12:00:00 AM,138.0,125.0,131.3,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rainbow,,,,90419,07/05/2011 12:00:00 AM,52.9,36.8,44.1,,,,41.758,-87.551,"(41.758, -87.551)"
,,Osterman,,,,108056,08/19/2013 12:00:00 AM,32.0,25.0,28.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Oak Street,,,,113107,06/28/2016 10:15:00 AM,2.0,4.0,2.8,,1,06/28/2016 10:16:00 AM,41.9032,-87.6235,"(41.9032, -87.6235)"
9652,08/21/2018 12:00:00 PM,Hartigan (Albion),399.0,719.0,535.6,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,57th Street,,,,87380,06/25/2015 12:00:00 AM,68.0,108.0,85.7,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oak Street,,,,96689,07/21/2011 12:00:00 AM,6.3,2.0,3.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Montrose,,,,104476,06/01/2007 12:00:00 AM,1119.9,1046.2,1082.4,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Osterman,,,,102338,07/07/2008 12:00:00 AM,2.0,5.2,3.2,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Osterman,,,,103030,06/25/2007 12:00:00 AM,25.0,21.6,23.2,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Calumet,,,,109256,09/14/2015 12:00:00 AM,10.0,9.0,9.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
2345,05/28/2017 12:00:00 AM,Rainbow,208.0,161.0,183.0,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
3797,07/09/2017 12:00:00 AM,Oakwood,106.0,69.0,85.5,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
1244,07/14/2016 12:55:00 PM,63rd Street,257.0,136.0,187.0,113336,07/14/2016 07:45:00 AM,126.0,140.0,132.8,,5,07/14/2016 07:50:00 AM,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Loyola,,,,101428,06/26/2008 12:00:00 AM,6.3,4.1,5.1,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,63rd Street,,,,99586,09/01/2007 12:00:00 AM,42.0,44.1,43.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Leone,,,,95277,06/03/2015 12:00:00 AM,4.0,5.0,4.5,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
3585,07/01/2017 12:01:00 PM,Calumet,31.0,5.0,12.4,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Fargo,,,,102843,07/24/2006 12:00:00 AM,15.8,18.3,17.0,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,South Shore,,,,102516,08/26/2008 12:00:00 AM,17.1,15.5,16.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,North Shore,,,,100399,07/17/2008 12:00:00 AM,74.9,90.6,82.4,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
29,06/10/2015 12:00:00 AM,Calumet,851.4,59.1,224.0,95636,06/10/2015 12:00:00 AM,57.0,12.0,26.2,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,111076,06/13/2013 12:00:00 AM,91.0,86.0,88.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Howard,,,,102673,05/23/2006 12:00:00 AM,15.8,26.9,20.6,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,57th Street,,,,98166,06/07/2007 12:00:00 AM,488.4,93.4,213.6,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Foster,,,,106468,06/21/2012 12:00:00 AM,1.0,2.0,1.4,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
5646,08/29/2017 12:00:00 AM,63rd Street,391.0,223.0,295.3,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Osterman,,,,94445,08/05/2015 12:00:00 AM,70.0,17.0,34.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Loyola,,,,102639,06/10/2009 12:00:00 AM,57.6,57.1,57.3,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,South Shore,,,,112467,07/18/2013 12:00:00 AM,2420.0,397.0,980.2,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
7529,07/03/2018 12:00:00 AM,Marion Mahony Griffin (Jarvis),140.0,896.0,354.2,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
5092,08/13/2017 12:00:00 AM,Rogers,171.0,237.0,201.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Foster,,,,98151,06/06/2007 12:00:00 AM,17.1,30.5,22.8,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,South Shore,,,,103788,06/21/2006 12:00:00 AM,1.0,5.2,2.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Oakwood,,,,108588,07/05/2012 12:00:00 AM,33.6,29.2,31.3,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Juneway,,,,96261,08/11/2011 12:00:00 AM,2.0,2.0,2.0,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Oak Street,,,,96073,08/03/2011 12:00:00 AM,86.2,37.9,57.2,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
6145,05/31/2018 11:51:00 AM,South Shore,2989.0,2878.0,2933.0,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,104963,06/19/2013 12:00:00 AM,8.0,6.0,6.9,,,,41.758,-87.551,"(41.758, -87.551)"
,,Ohio Street,,,,101373,08/25/2007 12:00:00 AM,270.0,410.6,333.0,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Juneway,,,,95466,07/15/2014 12:00:00 AM,21.0,16.0,18.3,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,57th Street,,,,90026,06/17/2011 12:00:00 AM,4.1,16.0,8.1,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Rainbow,,,,101606,06/15/2009 12:00:00 AM,16.0,18.5,17.2,,,,41.758,-87.551,"(41.758, -87.551)"
1168,07/09/2016 01:03:00 PM,63rd Street,615.0,9.0,74.4,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Rogers,,,,100324,06/12/2008 12:00:00 AM,36.4,35.9,36.1,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Calumet,,,,93244,08/21/2014 12:00:00 AM,10.0,8.0,8.9,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rogers,,,,101691,08/28/2007 12:00:00 AM,12.0,8.6,10.2,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Leone,,,,107195,06/03/2014 12:00:00 AM,291.0,1.0,17.1,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,12th Street,,,,100631,08/13/2007 12:00:00 AM,59.2,66.3,62.6,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Ohio Street,,,,101507,06/30/2008 12:00:00 AM,8.5,13.5,10.7,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
3051,06/19/2017 12:00:00 AM,Margaret T Burroughs (31st),657.0,170.0,334.2,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,Osterman,,,,108206,05/20/2014 12:00:00 AM,8.5,3.1,5.1,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
4086,07/13/2017 12:00:00 AM,Montrose,586.0,453.0,515.2,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Osterman,,,,109664,06/30/2014 12:00:00 AM,15.0,11.0,12.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose,,,,109420,08/21/2013 12:00:00 AM,83.0,131.0,104.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Leone,,,,113240,07/07/2016 10:20:00 AM,1.0,2.0,1.4,,1,07/07/2016 10:21:00 AM,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Oakwood,,,,113822,08/15/2016 10:55:00 AM,16.0,23.0,19.2,,2,08/15/2016 10:57:00 AM,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Juneway,,,,106431,06/19/2012 12:00:00 AM,,1.0,1.0,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Lane,,,,104313,07/31/2006 12:00:00 AM,6.3,22.3,11.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
7753,07/08/2018 12:13:00 PM,Marion Mahony Griffin (Jarvis),138.0,297.0,202.4,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,Leone,,,,93848,09/02/2014 12:00:00 AM,10.0,10.0,10.0,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Leone,,,,113990,08/24/2016 09:45:00 AM,48.0,56.0,51.8,,1,08/24/2016 09:46:00 AM,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Foster,,,,112768,06/06/2016 10:00:00 AM,29.0,16.0,21.5,,1,06/06/2016 10:01:00 AM,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Oakwood,,,,87460,06/14/2010 12:00:00 AM,6.3,6.3,6.3,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Oak Street,,,,88511,07/28/2010 12:00:00 AM,98.8,48.8,69.4,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,12th Street,,,,93104,07/06/2015 12:00:00 AM,19.0,36.0,26.2,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
5089,08/13/2017 12:00:00 AM,Leone,247.0,98.0,155.6,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
1237,07/17/2016 02:27:00 PM,Rainbow,60.0,188.0,106.2,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,Howard,,,,102721,05/25/2006 12:00:00 AM,4.1,5.2,4.6,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Calumet,,,,109004,05/26/2013 12:00:00 AM,161.0,154.0,157.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rogers,,,,96969,08/23/2011 12:00:00 AM,34.5,34.1,34.3,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oakwood,,,,108921,05/22/2013 12:00:00 AM,2.0,6.0,3.5,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,63rd Street,,,,109109,06/05/2013 12:00:00 AM,37.0,28.0,32.2,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Howard,,,,95424,08/26/2015 12:00:00 AM,3.0,6.0,4.2,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Oak Street,,,,108146,06/15/2015 12:00:00 AM,12.0,12.0,12.0,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
5514,08/25/2017 12:00:00 AM,Montrose,97.0,227.0,148.4,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Foster,,,,90723,07/12/2010 12:00:00 AM,2.0,1.0,1.4,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10327,05/25/2019 12:41:00 PM,63rd Street,523.0,38.0,141.0,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Calumet,,,,90868,09/03/2010 12:00:00 AM,23.1,5.2,11.0,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Juneway,,,,110855,05/29/2012 12:00:00 AM,4.1,1.0,2.0,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,63rd Street,,,,100674,08/15/2007 12:00:00 AM,461.1,488.4,474.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Leone,,,,89885,08/24/2010 12:00:00 AM,14.6,8.4,11.1,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
7170,06/25/2018 11:50:00 AM,North Avenue,15.0,29.0,20.9,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
6789,06/16/2018 12:00:00 AM,Oak Street,175.0,255.0,211.2,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Osterman,,,,104893,08/08/2006 12:00:00 AM,25.9,48.9,35.6,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Rogers,,,,100192,07/23/2008 12:00:00 AM,387.3,238.2,303.7,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Rogers,,,,110745,08/09/2012 12:00:00 AM,36.4,26.6,31.1,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,63rd Street,,,,101780,08/13/2008 12:00:00 AM,32.3,27.2,29.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
3679,07/04/2017 12:00:00 AM,Calumet,2621.0,2129.0,2362.2,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
5914,09/04/2017 12:00:00 AM,Rogers,194.0,175.0,184.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
8310,07/20/2018 11:54:00 AM,Leone,2906.0,2802.0,2853.5,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Howard,,,,98039,08/11/2006 12:00:00 AM,118.7,210.5,158.1,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Osterman,,,,112145,05/22/2012 12:00:00 AM,5.2,10.9,7.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Rainbow,,,,102034,07/04/2008 12:00:00 AM,40.4,34.1,37.1,,,,41.758,-87.551,"(41.758, -87.551)"
,,Howard,,,,95403,08/25/2015 12:00:00 AM,5.0,10.0,7.1,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,North Avenue,,,,88552,07/30/2010 12:00:00 AM,23.1,11.0,15.9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
2969,06/17/2017 12:00:00 AM,Ohio Street,142.0,127.0,134.3,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
3796,07/09/2017 12:00:00 AM,63rd Street,1708.0,1353.0,1520.2,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Howard,,,,101060,08/21/2007 12:00:00 AM,298.7,410.1,350.0,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Oak Street,,,,90185,06/24/2011 12:00:00 AM,18.9,14.8,16.7,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
2711,06/09/2017 12:00:00 AM,Leone,3.0,14.0,6.5,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Rogers,,,,105540,06/28/2013 12:00:00 AM,1.0,2.0,1.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10211,09/01/2018 12:00:00 AM,Foster,88.0,20.0,42.0,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
