DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
,,North Avenue,,,,93599,08/27/2014 12:00:00 AM,64.0,51.0,57.1,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Juneway,,,,113950,08/22/2016 10:20:00 AM,1.0,1.0,1.0,,1,08/22/2016 10:21:00 AM,42.0224,-87.6674,"(42.0224, -87.6674)"
2332,05/28/2017 12:00:00 AM,Foster,9.0,203.0,42.7,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
5733,09/01/2017 12:00:00 AM,Oakwood,1936.0,,1936.0,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Juneway,,,,91204,07/23/2009 12:00:00 AM,12.1,12.0,12.0,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Loyola,,,,99107,08/06/2007 12:00:00 AM,4.1,10.9,6.7,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
227,06/09/2015 12:00:00 AM,South Shore,38.9,677.5,162.0,95616,06/09/2015 12:00:00 AM,12.0,20.0,15.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,57th Street,,,,113466,07/22/2016 08:42:00 AM,1733.0,153.0,514.9,,1,07/22/2016 08:43:00 AM,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Humboldt,,,,113688,08/05/2016 11:15:00 AM,308.0,308.0,308.0,,1,08/05/2016 11:16:00 AM,41.90643,-87.703717,"(41.90643, -87.703717)"
,,Montrose Dog,,,,111289,08/17/2012 12:00:00 AM,88.4,113.7,100.3,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
10574,06/02/2019 11:44:00 AM,Ohio Street,213.0,189.0,200.6,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Oakwood,,,,110975,06/20/2014 12:00:00 AM,115.0,4.0,21.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
9336,08/14/2018 12:00:00 AM,Rogers,567.0,329.0,431.9,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,63rd Street,,,,101169,06/25/2008 12:00:00 AM,20.1,14.6,17.1,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,North Avenue,,,,113495,07/25/2016 11:35:00 AM,4.0,6.0,4.9,,1,07/25/2016 11:36:00 AM,41.9148,-87.6273,"(41.9148, -87.6273)"
8632,07/29/2018 11:49:00 AM,Montrose,824.0,907.0,864.5,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Juneway,,,,89159,06/11/2010 12:00:00 AM,18.5,21.6,20.0,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Howard,,,,90173,06/23/2011 12:00:00 AM,1.0,2.0,1.4,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,South Shore,,,,96792,07/26/2011 12:00:00 AM,23.1,26.2,24.6,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Calumet,,,,108938,05/23/2013 12:00:00 AM,1120.0,1553.0,1318.8,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,97449,08/29/2011 12:00:00 AM,37.9,31.3,34.4,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Fargo,,,,103356,08/25/2006 12:00:00 AM,32.3,42.6,37.1,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,Lane,,,,92234,09/01/2009 12:00:00 AM,24.3,33.6,28.6,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
5432,08/23/2017 12:00:00 AM,Hartigan (Albion),452.0,228.0,321.0,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,12th Street,,,,87762,06/29/2010 12:00:00 AM,151.5,114.5,131.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Calumet,,,,106087,07/23/2013 12:00:00 AM,20.0,35.0,26.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Howard,,,,104937,06/17/2013 12:00:00 AM,3.0,2.0,2.4,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Rainbow,,,,102849,07/25/2006 12:00:00 AM,248.1,161.6,200.2,,,,41.758,-87.551,"(41.758, -87.551)"
,,12th Street,,,,106226,07/29/2013 12:00:00 AM,29.0,54.0,39.6,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
5556,08/27/2017 12:00:00 AM,12th Street,80.0,172.0,117.3,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Ohio Street,,,,92691,08/07/2014 12:00:00 AM,13.0,55.0,26.7,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
34,06/12/2015 12:00:00 AM,Calumet,696.7,1064.4,861.0,107838,06/12/2015 12:00:00 AM,727.0,547.5,630.9,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
5097,08/14/2017 12:00:00 AM,Humboldt,423.0,335.0,376.4,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
,,63rd Street,,,,101390,08/26/2007 12:00:00 AM,920.8,920.8,920.8,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Rainbow,,,,97902,07/07/2006 12:00:00 AM,2419.6,2419.6,2419.6,,,,41.758,-87.551,"(41.758, -87.551)"
,,Oakwood,,,,111493,06/11/2012 12:00:00 AM,14.8,33.1,22.1,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,North Avenue,,,,95143,08/18/2015 12:00:00 AM,13.0,58.0,27.5,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
4405,07/24/2017 12:00:00 AM,Calumet,6527.0,12405.0,8998.2,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
4375,07/23/2017 12:00:00 AM,Calumet,272.0,354.0,310.3,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,101939,06/05/2009 12:00:00 AM,13.2,13.2,13.2,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
4556,07/29/2017 12:00:00 AM,12th Street,371.0,660.0,494.8,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Calumet,,,,104299,07/31/2006 12:00:00 AM,6.3,18.7,10.9,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
9294,08/13/2018 12:00:00 AM,North Avenue,90.0,53.0,69.1,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
3391,06/27/2017 12:00:00 AM,Foster,28.0,63.0,42.0,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
9785,08/23/2018 12:00:00 AM,North Avenue,2244.0,620.0,1179.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Oakwood,,,,95598,06/08/2015 12:00:00 AM,2.0,4.0,2.8,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Oakwood,,,,110418,07/07/2014 12:00:00 AM,3.0,2.0,2.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
3448,06/28/2017 12:00:00 AM,12th Street,191.0,104.0,140.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
4906,08/08/2017 12:00:00 AM,Foster,134.0,800.0,327.4,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
2942,06/15/2017 12:00:00 AM,Hartigan (Albion),92.0,,92.0,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
3588,07/01/2017 12:00:00 AM,63rd Street,1764.0,202.0,596.9,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,57th Street,,,,93471,08/26/2014 12:00:00 AM,19.0,25.0,21.8,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,63rd Street,,,,90157,06/23/2011 12:00:00 AM,14.6,3.1,6.7,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Ohio Street,,,,95837,07/29/2015 12:00:00 AM,6.0,3.0,4.2,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Oak Street,,,,101223,08/08/2008 12:00:00 AM,36.4,41.0,38.6,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,57th Street,,,,112868,06/13/2016 09:35:00 AM,1.0,6.0,2.4,,5,06/13/2016 09:40:00 AM,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Leone,,,,111068,06/12/2013 12:00:00 AM,579.0,387.0,473.4,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Osterman,,,,105305,07/11/2014 12:00:00 AM,4.0,33.0,11.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
3684,07/04/2017 12:00:00 AM,Oak Street,296.0,1483.0,662.5,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
1042,07/01/2016 11:29:00 AM,Calumet,416.0,884.0,606.4,113161,07/01/2016 06:30:00 AM,2420.0,500.0,1100.0,,5,07/01/2016 06:35:00 AM,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rogers,,,,106840,06/26/2012 12:00:00 AM,42.0,47.4,44.6,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,South Shore,,,,100306,06/12/2008 12:00:00 AM,201.4,613.1,351.4,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Montrose,,,,92563,05/28/2009 12:00:00 AM,2.0,3.1,2.5,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Juneway,,,,106085,07/22/2013 12:00:00 AM,17.0,81.0,37.1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Calumet,,,,89140,06/11/2010 12:00:00 AM,48.7,40.4,44.4,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,57th Street,,,,89994,08/30/2010 12:00:00 AM,37.9,46.4,41.9,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Howard,,,,109751,08/17/2011 12:00:00 AM,3.1,4.1,3.6,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Oakwood,,,,94870,05/26/2015 12:00:00 AM,7.0,10.0,8.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
3293,06/25/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),97.0,256.0,157.6,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,South Shore,,,,92268,09/03/2009 12:00:00 AM,15.8,20.1,17.8,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,87536,06/18/2010 12:00:00 AM,2.0,3.1,2.5,,,,41.758,-87.551,"(41.758, -87.551)"
848,06/19/2016 12:29:00 PM,Ohio Street,82.0,45.0,60.7,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Ohio Street,,,,109415,08/21/2013 12:00:00 AM,4.0,13.0,7.2,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,South Shore,,,,101240,08/09/2008 12:00:00 AM,47.1,66.3,55.9,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
6858,06/18/2018 12:00:00 AM,Leone,7.0,65.0,21.3,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
5098,08/14/2017 12:00:00 AM,Osterman,169.0,125.0,145.3,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
4007,07/12/2017 12:00:00 AM,63rd Street,462.0,125.0,240.3,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
3454,06/28/2017 12:00:00 AM,Rogers,219.0,310.0,260.6,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
5669,08/29/2017 12:00:00 AM,Montrose,294.0,706.0,455.6,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
3590,07/01/2017 12:00:00 AM,Oakwood,170.0,113.0,138.6,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,North Avenue,,,,98675,06/14/2007 12:00:00 AM,7.3,9.7,8.4,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Oak Street,,,,113848,08/16/2016 11:05:00 AM,43.0,43.0,43.0,,1,08/16/2016 11:06:00 AM,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Montrose,,,,101509,06/30/2008 12:00:00 AM,88.6,93.4,91.0,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,North Shore,,,,104896,08/08/2006 12:00:00 AM,78.9,52.0,64.1,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,South Shore,,,,113617,08/02/2016 07:59:00 AM,8.0,17.0,11.7,,1,08/02/2016 08:00:00 AM,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Howard,,,,99692,05/30/2008 12:00:00 AM,14.5,21.6,17.7,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
4129,07/14/2017 12:00:00 AM,Oak Street,15.0,76.0,33.8,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
5165,08/16/2017 12:00:00 AM,Calumet,1309.0,1425.0,1365.8,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Lane,,,,99172,08/09/2007 12:00:00 AM,65.7,53.0,59.0,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Foster,,,,89722,08/16/2010 12:00:00 AM,4.1,5.2,4.6,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,12th Street,,,,113514,07/26/2016 09:05:00 AM,387.0,162.0,250.4,,1,07/26/2016 09:06:00 AM,41.8638,-87.6083,"(41.8638, -87.6083)"
9426,08/16/2018 12:00:00 AM,South Shore,304.0,156.0,217.8,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,57th Street,,,,87459,06/14/2010 12:00:00 AM,32.3,34.5,33.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
2625,06/06/2017 12:07:00 PM,Calumet,267.0,319.0,291.8,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,91300,07/28/2009 12:00:00 AM,2419.6,1046.2,1591.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Ohio Street,,,,94923,08/13/2015 12:00:00 AM,14.0,84.0,34.3,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,North Avenue,,,,90143,06/22/2011 12:00:00 AM,34.1,17.3,24.3,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,57th Street,,,,111077,06/13/2013 12:00:00 AM,107.0,93.0,99.8,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Calumet,,,,106672,06/25/2014 12:00:00 AM,84.0,82.0,83.0,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Loyola,,,,98037,08/11/2006 12:00:00 AM,50.4,90.6,67.6,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Rogers,,,,104086,06/08/2006 12:00:00 AM,1.0,1.0,1.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Juneway,,,,90197,06/24/2011 12:00:00 AM,6.3,6.3,6.3,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
7068,06/22/2018 12:00:00 AM,Oakwood,1179.0,1467.0,1315.1,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
8915,08/03/2018 12:00:00 AM,Rogers,299.0,619.0,430.2,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Foster,,,,95274,06/03/2015 12:00:00 AM,6.0,19.0,10.7,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,North Avenue,,,,108168,06/16/2015 12:00:00 AM,70.0,74.0,72.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,63rd Street,,,,101696,08/29/2007 12:00:00 AM,83.9,123.6,101.8,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,57th Street,,,,96200,08/09/2011 12:00:00 AM,22.8,42.6,31.2,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Osterman,,,,107662,05/28/2013 12:00:00 AM,25.6,32.3,28.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,57th Street,,,,96398,07/08/2011 12:00:00 AM,53.7,6.2,18.2,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
9892,08/25/2018 11:51:00 AM,Osterman,81.0,568.0,214.5,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Rogers,,,,92968,08/13/2014 12:00:00 AM,62.0,86.0,73.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Calumet,,,,88462,07/26/2010 12:00:00 AM,98.8,172.5,130.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,North Avenue,,,,93516,07/14/2015 12:00:00 AM,19.0,19.0,19.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,57th Street,,,,95431,08/27/2015 12:00:00 AM,27.0,27.0,27.0,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
234,06/26/2015 12:00:00 AM,63rd Street,33.2,23.6,28.0,87400,06/26/2015 12:00:00 AM,13.0,27.0,18.7,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
9716,08/22/2018 12:08:00 PM,Rogers,2142.0,2351.0,2244.1,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Lane,,,,99774,06/03/2008 12:00:00 AM,160.7,166.4,163.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Howard,,,,89807,08/20/2010 12:00:00 AM,9.7,13.5,11.4,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
6606,06/13/2018 12:00:00 AM,South Shore,3304.0,5336.0,4198.8,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,12th Street,,,,111923,08/28/2012 12:00:00 AM,24.6,27.5,26.0,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,North Avenue,,,,91557,06/29/2009 12:00:00 AM,11.0,4.1,6.7,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,South Shore,,,,103065,06/27/2007 12:00:00 AM,21.6,30.5,25.7,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Oak Street,,,,89859,08/23/2010 12:00:00 AM,9.5,6.3,7.7,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Howard,,,,92572,05/28/2009 12:00:00 AM,4.1,2.0,2.9,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
1965,08/19/2016 12:55:00 PM,12th Street,42.0,96.0,63.5,113912,08/19/2016 09:20:00 AM,30.0,20.0,24.5,,1,08/19/2016 09:21:00 AM,41.8638,-87.6083,"(41.8638, -87.6083)"
4809,08/05/2017 12:00:00 AM,Oak Street,83.0,80.0,81.5,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Osterman,,,,100484,07/21/2008 12:00:00 AM,145.5,131.4,138.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose,,,,114033,08/29/2016 08:55:00 AM,11.0,11.0,11.0,,1,08/29/2016 08:56:00 AM,41.9655,-87.6385,"(41.9655, -87.6385)"
,,South Shore,,,,109433,08/22/2013 12:00:00 AM,2420.0,270.0,808.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Juneway,,,,98973,07/31/2007 12:00:00 AM,3.1,5.2,4.0,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Rainbow,,,,90133,06/22/2011 12:00:00 AM,18.3,69.7,35.7,,,,41.758,-87.551,"(41.758, -87.551)"
,,Loyola,,,,100534,07/28/2008 12:00:00 AM,23.1,44.1,31.9,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Montrose,,,,91420,06/23/2009 12:00:00 AM,1413.6,1203.3,1304.2,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Juneway,,,,87654,06/23/2010 12:00:00 AM,75.9,71.7,73.8,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,57th Street,,,,113731,08/10/2016 06:50:00 AM,4.0,10.0,6.3,,1,08/10/2016 06:51:00 AM,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Foster,,,,97482,08/30/2011 12:00:00 AM,13.4,7.5,10.0,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,12th Street,,,,107632,05/27/2013 12:00:00 AM,307.6,328.2,317.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,63rd Street,,,,98142,06/06/2007 12:00:00 AM,80.9,125.9,100.9,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,12th Street,,,,101023,08/20/2007 12:00:00 AM,111.2,58.6,80.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Juneway,,,,104418,05/29/2007 12:00:00 AM,4.1,1.0,2.0,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,South Shore,,,,96933,08/30/2013 12:00:00 AM,133.0,138.0,135.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
5113,08/14/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),118.0,92.0,104.2,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
9612,08/20/2018 12:00:00 AM,Leone,432.0,319.0,371.2,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Foster,,,,101376,08/25/2007 12:00:00 AM,325.5,387.3,355.1,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
6172,06/02/2018 12:00:00 AM,Calumet,355.0,569.0,449.4,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Howard,,,,89627,08/11/2010 12:00:00 AM,261.3,613.1,400.3,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,63rd Street,,,,93100,07/06/2015 12:00:00 AM,687.0,96.0,256.8,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Osterman,,,,110451,07/08/2014 12:00:00 AM,119.0,20.0,48.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Lane,,,,98222,07/18/2006 12:00:00 AM,488.4,579.0,531.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
6815,06/17/2018 12:00:00 AM,North Avenue,787.0,414.0,570.8,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Leone,,,,113177,07/01/2016 10:00:00 AM,125.0,109.0,116.7,,1,07/01/2016 10:01:00 AM,42.0131,-87.6635,"(42.0131, -87.6635)"
7593,07/04/2018 12:00:00 AM,Rogers,756.0,322.0,493.4,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oak Street,,,,99097,08/06/2007 12:00:00 AM,33.1,39.3,36.1,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Calumet,,,,93897,09/05/2014 12:00:00 AM,9.0,8.0,8.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
9248,08/11/2018 12:00:00 AM,Ohio Street,577.0,484.0,528.5,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
2092,08/26/2016 12:50:00 PM,12th Street,31.0,9.0,16.7,114002,08/26/2016 09:20:00 AM,134.0,11.0,38.4,,1,08/26/2016 09:21:00 AM,41.8638,-87.6083,"(41.8638, -87.6083)"
8807,08/01/2018 12:00:00 AM,Foster,145.0,120.0,131.9,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Oakwood,,,,96047,08/02/2011 12:00:00 AM,14.5,77.1,33.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Rainbow,,,,98117,06/05/2007 12:00:00 AM,2419.6,2419.6,2419.6,,,,41.758,-87.551,"(41.758, -87.551)"
10588,06/01/2019 12:04:00 PM,Marion Mahony Griffin (Jarvis),25.0,22.0,23.5,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,Osterman,,,,96853,08/26/2013 12:00:00 AM,14.0,7.0,9.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Foster,,,,110649,07/31/2012 12:00:00 AM,98.7,114.5,106.3,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,South Shore,,,,101218,08/08/2008 12:00:00 AM,517.2,517.2,517.2,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,North Avenue,,,,113517,07/26/2016 10:00:00 AM,8.0,12.0,9.8,,1,07/26/2016 10:01:00 AM,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Leone,,,,97759,07/12/2006 12:00:00 AM,378.4,42.6,127.0,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Foster,,,,113413,07/19/2016 08:10:00 AM,35.0,22.0,27.7,,1,07/19/2016 08:11:00 AM,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Oakwood,,,,111921,08/28/2012 12:00:00 AM,19.9,29.4,24.2,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
4508,07/27/2017 12:00:00 AM,Osterman,276.0,328.0,300.9,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Oakwood,,,,112448,07/17/2013 12:00:00 AM,23.0,42.0,31.1,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
2865,06/13/2017 12:00:00 AM,Calumet,537.0,136.0,270.2,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,South Shore,,,,102876,07/26/2006 12:00:00 AM,275.5,96.0,162.6,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,North Avenue,,,,98869,07/27/2007 12:00:00 AM,195.6,137.6,164.1,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
3868,07/10/2017 12:00:00 AM,57th Street,321.0,340.0,330.4,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Juneway,,,,114107,09/01/2016 10:10:00 AM,211.0,155.0,180.8,,1,09/01/2016 10:11:00 AM,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Montrose,,,,111435,06/08/2012 12:00:00 AM,10.9,8.4,9.6,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,North Avenue,,,,112476,07/18/2013 12:00:00 AM,40.0,19.0,27.6,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
3130,06/21/2017 12:00:00 AM,Rogers,280.0,244.0,261.4,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Foster,,,,92303,07/31/2009 12:00:00 AM,66.3,67.0,66.6,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Howard,,,,97289,08/30/2013 12:00:00 AM,6.0,15.0,9.5,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,South Shore,,,,102254,06/19/2009 12:00:00 AM,344.8,547.5,434.5,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,North Shore,,,,100319,06/12/2008 12:00:00 AM,93.3,175.5,128.0,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,12th Street,,,,109723,07/03/2014 12:00:00 AM,9.0,9.0,9.0,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Oak Street,,,,104222,06/26/2006 12:00:00 AM,18.7,18.5,18.6,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Rogers,,,,110556,07/12/2013 12:00:00 AM,24.0,49.0,34.3,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Montrose,,,,90013,06/16/2011 12:00:00 AM,82.3,90.8,86.4,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
1006,06/30/2016 11:55:00 AM,North Avenue,19.0,179.0,58.3,113150,06/30/2016 07:37:00 AM,11.0,24.0,16.2,,1,06/30/2016 07:38:00 AM,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Ohio Street,,,,92068,08/25/2009 12:00:00 AM,14.6,7.5,10.5,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
7705,07/06/2018 12:29:00 PM,Marion Mahony Griffin (Jarvis),5229.0,1699.0,2980.6,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
